date,amount,category,subcategory,description,merchant,transaction_type,user_id
2024-10-15,11.55,Entertainment,Music,Subscription,Steam,expense,6
2024-10-16,29.37,Transportation,Public Transit,Car payment,Chevron,expense,6
2024-10-16,44.41,Bank Fee,Bank Fee,Size television leave.,Lynch-Hanson,expense,6
2024-10-18,6.74,Food & Dining,Fast Food,Lunch,Whole Foods,expense,6
2024-10-18,74.16,Utilities,Internet,Phone bill,Comcast,expense,6
2024-10-19,25.85,Subscription,Subscription,Picture my understand into.,Brown-Rivera,expense,6
2024-10-20,7.61,Transportation,Uber/Lyft,Car payment,Metro,expense,6
2024-10-20,42.74,Bank Fee,Bank Fee,More me network garden.,Freeman-Parks,expense,6
2024-10-21,12.15,Food & Dining,Coffee,Dinner,Whole Foods,expense,6
2024-10-22,80.69,Healthcare,Doctor Visit,Prescription,Dental Associates,expense,6
2024-10-24,7.96,Transportation,Public Transit,Car payment,Uber,expense,6
2024-10-24,113.3,Utilities,Phone,Internet bill,AT&T,expense,6
2024-10-24,38.18,ATM Fee,ATM Fee,Dinner number part available million.,Maddox-Hanson,expense,6
2024-10-25,24.63,Other,Other,Through again collection seven.,Werner LLC,expense,6
2024-10-26,32.72,Transportation,Gas,Parking fee,Lyft,expense,6
2024-10-26,286.33,Travel,Car Rental,Vacation expense,Hertz,expense,6
2024-10-26,47.01,Bank Fee,Bank Fee,Bar small task vote catch.,Kelly-Murphy,expense,6
2024-10-26,47.65,ATM Fee,ATM Fee,Old western break use.,"Chang, Johnson and Fuentes",expense,6
2024-10-26,41.54,Other,Other,Eat including factor follow.,Walker-Riley,expense,6
2024-10-28,9.85,Entertainment,Sports,Movie tickets,Spotify,expense,6
2024-10-29,6.81,Shopping,Home Goods,Online purchase,Amazon,expense,6
2024-10-30,7.27,Entertainment,Streaming,Subscription,Steam,expense,6
2024-10-31,718.73,Housing,Property Tax,Property maintenance,Wells Fargo,expense,6
2024-10-31,14.79,ATM Fee,ATM Fee,Fill ok stay whom.,Sharp-Taylor,expense,6
2024-11-01,1688.89,Salary,Salary,Monthly salary payment,Tech Corp,income,6
2024-11-01,1836.41,Freelance,Freelance,Freelance project payment,Upwork,income,6
2024-11-02,21.43,Other,Other,Main prepare think carry.,Brown-Jackson,expense,6
2024-11-03,16.348038593674243,Food & Dining,Groceries,Lunch,Starbucks,expense,6
2024-11-03,11.61,Entertainment,Music,Movie tickets,Spotify,expense,6
2024-11-03,8.31,Entertainment,Sports,Concert,Netflix,expense,6
2024-11-03,28.3,ATM Fee,ATM Fee,Set staff plant white edge.,Mccoy and Sons,expense,6
2024-11-05,21.042074746011522,Shopping,Electronics,Online purchase,Best Buy,expense,6
2024-11-06,728.54,Housing,Maintenance,Property maintenance,Home Depot,expense,6
2024-11-08,10.29,Transportation,Uber/Lyft,Car payment,Uber,expense,6
2024-11-09,61.35,Healthcare,Pharmacy,Prescription,Dental Associates,expense,6
2024-11-11,18.49,Transportation,Car Payment,Parking fee,Metro,expense,6
2024-11-11,82.86,Utilities,Phone,Electric bill,PG&E,expense,6
2024-11-12,30.10205103972893,Shopping,Personal Care,Online purchase,Target,expense,6
2024-11-13,700.71,Housing,HOA Fees,Property maintenance,Landlord,expense,6
2024-11-13,10.2,Entertainment,Streaming,Concert,Spotify,expense,6
2024-11-13,11.369213436164692,Shopping,Clothing,Online purchase,Walgreens,expense,6
2024-11-15,1759.56,Salary,Salary,Monthly salary payment,Healthcare LLC,income,6
2024-11-17,703.59,Housing,HOA Fees,Mortgage payment,Landlord,expense,6
2024-11-17,24.645091311774834,Food & Dining,Delivery,Dinner,Safeway,expense,6
2024-11-17,26.8663233241725,Food & Dining,Fast Food,Grocery shopping,Chipotle,expense,6
2024-11-17,3.52,Entertainment,Gaming,Subscription,Spotify,expense,6
2024-11-17,16.240118873306024,Shopping,Personal Care,Personal items,Macys,expense,6
2024-11-18,93.38,Utilities,Phone,Internet bill,PG&E,expense,6
2024-11-18,4.55,Entertainment,Movies,Concert,AMC Theaters,expense,6
2024-11-18,56.75,Healthcare,Pharmacy,Insurance,CVS Pharmacy,expense,6
2024-11-22,20.883669097570174,Shopping,Electronics,Retail shopping,Macys,expense,6
2024-11-23,74.07,Healthcare,Doctor Visit,Prescription,Dental Associates,expense,6
2024-11-24,18.15377429315476,Food & Dining,Restaurants,Coffee,Chipotle,expense,6
2024-11-24,17.5,Transportation,Uber/Lyft,Parking fee,Lyft,expense,6
2024-11-24,23.01,Transportation,Public Transit,Car payment,Chevron,expense,6
2024-11-25,19.61,Other,Other,Likely stock probably debate.,Pratt-Mcintosh,expense,6
2024-11-27,8.33,Entertainment,Movies,Movie tickets,Spotify,expense,6
2024-11-28,12.018887726445104,Food & Dining,Coffee,Grocery shopping,Starbucks,expense,6
2024-11-28,25.94125492457785,Shopping,Clothing,Personal items,Walgreens,expense,6
2024-11-28,9.9,Other,Other,Car beyond.,Perez and Sons,expense,6
2024-11-29,12.55,ATM Fee,ATM Fee,View industry summer phone.,Thornton and Sons,expense,6
2024-12-01,1743.92,Salary,Salary,Monthly salary payment,Finance Inc,income,6
2024-12-02,15.588816261364112,Food & Dining,Fast Food,Grocery shopping,Uber Eats,expense,6
2024-12-03,73.23,Utilities,Electric,Electric bill,Verizon,expense,6
2024-12-03,32.35,Other,Other,Act information build.,Smith LLC,expense,6
2024-12-05,42.17,ATM Fee,ATM Fee,Employee visit fine.,Baker-Robinson,expense,6
2024-12-07,27.373325336590085,Food & Dining,Restaurants,Grocery shopping,DoorDash,expense,6
2024-12-08,82.18,Healthcare,Dental,Doctor visit,Kaiser Permanente,expense,6
2024-12-11,34.61,Transportation,Gas,Gas fill-up,Shell,expense,6
2024-12-13,9.91,Entertainment,Music,Movie tickets,PlayStation Store,expense,6
2024-12-13,12.77,Entertainment,Streaming,Subscription,AMC Theaters,expense,6
2024-12-14,9.89,Entertainment,Sports,Movie tickets,Steam,expense,6
2024-12-15,1762.97,Salary,Salary,Monthly salary payment,Finance Inc,income,6
2024-12-16,31.486350369908607,Shopping,Electronics,Online purchase,Walgreens,expense,6
2024-12-17,28.58887046078358,Food & Dining,Groceries,Dinner,Starbucks,expense,6
2024-12-17,6.98,Entertainment,Gaming,Subscription,PlayStation Store,expense,6
2024-12-17,22.15,Other,Other,Again step trip.,Williams Ltd,expense,6
2024-12-19,12.83,Transportation,Uber/Lyft,Gas fill-up,Chevron,expense,6
2024-12-20,5.124131463172499,Shopping,Books,Retail shopping,Walgreens,expense,6
2024-12-22,689.47,Housing,Property Tax,Property maintenance,Wells Fargo,expense,6
2024-12-23,14.77,Bank Fee,Bank Fee,Test scientist indeed apply project.,White-Ross,expense,6
2024-12-24,19.244717126332613,Shopping,Home Goods,Retail shopping,Walgreens,expense,6
2024-12-26,10.44,ATM Fee,ATM Fee,Agreement story he though.,"Moore, Freeman and Burke",expense,6
2024-12-27,15.56,Transportation,Uber/Lyft,Car payment,Chevron,expense,6
2024-12-27,36.2,Subscription,Subscription,Less decide peace.,Bolton-Wagner,expense,6
2024-12-29,34.55,Transportation,Public Transit,Car payment,Metro,expense,6
2024-12-31,72.38,Utilities,Electric,Electric bill,Verizon,expense,6
